operator_id,total_incoming_calls,missed_calls,missed_call_rate,avg_waiting_time,total_outgoing_calls,tipo_operador,high_missed_calls,high_waiting_time,low_outgoing_activity,criteria_failed,classification,effective_operator
890404.0,516.0,2.0,0.3875968992248062,10.777131782945736,1349.0,Mixto,False,False,False,0,Desempeño Esperado,True
890406.0,425.0,4.0,0.9411764705882352,9.461176470588235,1197.0,Mixto,True,False,False,1,Desempeño Bajo,False
890410.0,16.0,0.0,0.0,6.75,1216.0,Mixto,False,False,False,0,Desempeño Esperado,True
890412.0,23.0,0.0,0.0,16.043478260869566,1112.0,Mixto,False,False,False,0,Desempeño Esperado,True
890416.0,,,,,1271.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
890420.0,,,,,695.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
890422.0,,,,,402.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
890582.0,104.0,1.0,0.9615384615384616,12.557692307692308,58.0,Mixto,True,False,False,1,Desempeño Bajo,False
890618.0,73.0,1.0,1.36986301369863,1.1506849315068493,270.0,Mixto,True,False,False,1,Desempeño Bajo,False
891152.0,,,,,273.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891154.0,,,,,528.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891156.0,,,,,18.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891158.0,,,,,264.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891160.0,,,,,370.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891162.0,,,,,104.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891166.0,,,,,231.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891170.0,,,,,193.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891192.0,,,,,1.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
891250.0,,,,,2.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
891252.0,,,,,86.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891254.0,1.0,0.0,0.0,26.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
891410.0,660.0,2.0,0.30303030303030304,13.201515151515151,2737.0,Mixto,False,False,False,0,Desempeño Esperado,True
891414.0,503.0,1.0,0.19880715705765406,11.77534791252485,2498.0,Mixto,False,False,False,0,Desempeño Esperado,True
891416.0,142.0,0.0,0.0,14.654929577464788,758.0,Mixto,False,False,False,0,Desempeño Esperado,True
891646.0,8.0,0.0,0.0,20.5,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
891744.0,5.0,0.0,0.0,21.4,6.0,Mixto,False,False,True,1,Desempeño Bajo,False
891746.0,,,,,33.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891824.0,12.0,0.0,0.0,16.25,32.0,Mixto,False,False,False,0,Desempeño Esperado,True
891900.0,33.0,0.0,0.0,37.57575757575758,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
891906.0,67.0,0.0,0.0,26.597014925373134,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
891908.0,39.0,0.0,0.0,10.153846153846153,9.0,Mixto,False,False,True,1,Desempeño Bajo,False
891918.0,5.0,0.0,0.0,31.2,1.0,Mixto,False,True,True,2,Desempeño Deficiente,False
891946.0,16.0,0.0,0.0,19.75,32.0,Mixto,False,False,False,0,Desempeño Esperado,True
891948.0,1.0,0.0,0.0,3.0,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
891970.0,,,,,15.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
891976.0,,,,,2.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
891988.0,414.0,0.0,0.0,9.33574879227053,474.0,Mixto,False,False,False,0,Desempeño Esperado,True
892028.0,,,,,1337.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
892530.0,9.0,0.0,0.0,33.55555555555556,9.0,Mixto,False,True,True,2,Desempeño Deficiente,False
892532.0,65.0,0.0,0.0,28.661538461538463,90.0,Mixto,False,True,False,1,Desempeño Bajo,False
892534.0,28.0,0.0,0.0,33.607142857142854,11.0,Mixto,False,True,False,1,Desempeño Bajo,False
892536.0,16.0,0.0,0.0,36.375,13.0,Mixto,False,True,False,1,Desempeño Bajo,False
892538.0,10.0,0.0,0.0,30.0,116.0,Mixto,False,True,False,1,Desempeño Bajo,False
892798.0,1.0,0.0,0.0,43.0,36.0,Mixto,False,True,False,1,Desempeño Bajo,False
892800.0,,,,,8.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
893172.0,38.0,0.0,0.0,23.55263157894737,3.0,Mixto,False,True,True,2,Desempeño Deficiente,False
893400.0,2.0,0.0,0.0,19.5,3.0,Mixto,False,False,True,1,Desempeño Bajo,False
893402.0,338.0,3.0,0.8875739644970414,16.43491124260355,51.0,Mixto,True,False,False,1,Desempeño Bajo,False
893420.0,206.0,1.0,0.48543689320388345,20.490291262135923,29.0,Mixto,False,False,False,0,Desempeño Esperado,True
893674.0,,,,,2468.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
893700.0,,,,,6.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
893804.0,2433.0,10.0,0.4110152075626798,5.120427455815865,3413.0,Mixto,False,False,False,0,Desempeño Esperado,True
894120.0,18.0,1.0,5.555555555555555,23.77777777777778,,Solo entrantes,True,True,False,2,Desempeño Deficiente,False
894224.0,11.0,1.0,9.090909090909092,10.454545454545455,33.0,Mixto,True,False,False,1,Desempeño Bajo,False
894226.0,,,,,24.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
894230.0,6.0,1.0,16.666666666666664,15.833333333333334,15.0,Mixto,True,False,False,1,Desempeño Bajo,False
894232.0,4.0,1.0,25.0,10.75,16.0,Mixto,True,False,False,1,Desempeño Bajo,False
894614.0,8.0,1.0,12.5,14.375,,Solo entrantes,True,False,False,1,Desempeño Bajo,False
894656.0,20.0,0.0,0.0,24.15,3167.0,Mixto,False,True,False,1,Desempeño Bajo,False
894662.0,1.0,0.0,0.0,9.0,37.0,Mixto,False,False,False,0,Desempeño Esperado,True
894934.0,,,,,19.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
895140.0,4.0,0.0,0.0,38.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
895170.0,11.0,0.0,0.0,14.636363636363637,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
895172.0,8.0,0.0,0.0,11.5,82.0,Mixto,False,False,False,0,Desempeño Esperado,True
895266.0,2.0,0.0,0.0,10.0,1.0,Mixto,False,False,True,1,Desempeño Bajo,False
895370.0,,,,,10.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
895574.0,96.0,3.0,3.125,15.166666666666666,,Solo entrantes,True,False,False,1,Desempeño Bajo,False
895576.0,70.0,1.0,1.4285714285714286,17.242857142857144,,Solo entrantes,True,False,False,1,Desempeño Bajo,False
895578.0,57.0,0.0,0.0,14.807017543859649,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
895598.0,3.0,0.0,0.0,6.0,2.0,Mixto,False,False,True,1,Desempeño Bajo,False
895774.0,13.0,0.0,0.0,10.923076923076923,105.0,Mixto,False,False,False,0,Desempeño Esperado,True
895776.0,12.0,1.0,8.333333333333332,14.583333333333334,239.0,Mixto,True,False,False,1,Desempeño Bajo,False
895782.0,13.0,0.0,0.0,19.153846153846153,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
895786.0,36.0,0.0,0.0,23.13888888888889,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
896008.0,,,,,193.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
896010.0,10.0,0.0,0.0,18.6,4.0,Mixto,False,False,True,1,Desempeño Bajo,False
896012.0,244.0,1.0,0.4098360655737705,6.028688524590164,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
896014.0,14.0,0.0,0.0,13.5,8.0,Mixto,False,False,True,1,Desempeño Bajo,False
896016.0,71.0,0.0,0.0,7.76056338028169,254.0,Mixto,False,False,False,0,Desempeño Esperado,True
896018.0,8.0,0.0,0.0,27.125,9.0,Mixto,False,True,True,2,Desempeño Deficiente,False
896020.0,16.0,0.0,0.0,0.9375,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
896382.0,36.0,0.0,0.0,11.944444444444445,392.0,Mixto,False,False,False,0,Desempeño Esperado,True
896384.0,,,,,28.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
896386.0,,,,,76.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
896390.0,,,,,97.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
896428.0,23.0,0.0,0.0,8.217391304347826,185.0,Mixto,False,False,False,0,Desempeño Esperado,True
896430.0,1.0,0.0,0.0,13.0,14.0,Mixto,False,False,False,0,Desempeño Esperado,True
896536.0,182.0,2.0,1.098901098901099,20.785714285714285,,Solo entrantes,True,False,False,1,Desempeño Bajo,False
896538.0,14.0,1.0,7.142857142857142,47.5,,Solo entrantes,True,True,False,2,Desempeño Deficiente,False
896708.0,66.0,0.0,0.0,12.0,152.0,Mixto,False,False,False,0,Desempeño Esperado,True
897030.0,6.0,0.0,0.0,12.666666666666666,75.0,Mixto,False,False,False,0,Desempeño Esperado,True
897872.0,3.0,1.0,33.33333333333333,21.666666666666668,49.0,Mixto,True,False,False,1,Desempeño Bajo,False
897894.0,,,,,19.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
898414.0,24.0,1.0,4.166666666666666,10.75,59.0,Mixto,True,False,False,1,Desempeño Bajo,False
898422.0,64.0,1.0,1.5625,7.296875,23.0,Mixto,True,False,False,1,Desempeño Bajo,False
898434.0,,,,,10.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
898558.0,22.0,0.0,0.0,28.272727272727273,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
898560.0,19.0,0.0,0.0,32.8421052631579,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
898676.0,2.0,0.0,0.0,8.0,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
898892.0,12.0,0.0,0.0,16.583333333333332,82.0,Mixto,False,False,False,0,Desempeño Esperado,True
898902.0,,,,,22.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
898906.0,19.0,0.0,0.0,12.0,127.0,Mixto,False,False,False,0,Desempeño Esperado,True
898920.0,13.0,0.0,0.0,14.923076923076923,37.0,Mixto,False,False,False,0,Desempeño Esperado,True
899076.0,,,,,2.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
899082.0,655.0,1.0,0.15267175572519084,20.554198473282444,1511.0,Mixto,False,False,False,0,Desempeño Esperado,True
899250.0,286.0,5.0,1.7482517482517483,16.003496503496503,1374.0,Mixto,True,False,False,1,Desempeño Bajo,False
899268.0,31.0,2.0,6.451612903225806,20.774193548387096,,Solo entrantes,True,False,False,1,Desempeño Bajo,False
899788.0,,,,,603.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
899790.0,,,,,716.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
899892.0,3.0,0.0,0.0,31.666666666666668,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
899898.0,2.0,0.0,0.0,25.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
899900.0,2.0,0.0,0.0,58.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
899906.0,1.0,0.0,0.0,19.0,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
899912.0,1.0,0.0,0.0,19.0,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
899932.0,,,,,711.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
899964.0,,,,,418.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
899968.0,,,,,364.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
899972.0,,,,,191.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
900180.0,9.0,0.0,0.0,8.0,1682.0,Mixto,False,False,False,0,Desempeño Esperado,True
900192.0,1.0,0.0,0.0,5.0,1.0,Mixto,False,False,True,1,Desempeño Bajo,False
900194.0,55.0,2.0,3.6363636363636362,21.436363636363637,43.0,Mixto,True,False,False,1,Desempeño Bajo,False
900352.0,183.0,3.0,1.639344262295082,17.19672131147541,307.0,Mixto,True,False,False,1,Desempeño Bajo,False
900354.0,142.0,4.0,2.8169014084507045,17.04225352112676,477.0,Mixto,True,False,False,1,Desempeño Bajo,False
900458.0,1.0,0.0,0.0,9.0,28.0,Mixto,False,False,False,0,Desempeño Esperado,True
900492.0,17.0,1.0,5.88235294117647,15.0,234.0,Mixto,True,False,False,1,Desempeño Bajo,False
900592.0,265.0,0.0,0.0,6.769811320754717,109.0,Mixto,False,False,False,0,Desempeño Esperado,True
900594.0,34.0,0.0,0.0,10.735294117647058,201.0,Mixto,False,False,False,0,Desempeño Esperado,True
900614.0,22.0,0.0,0.0,9.772727272727273,34.0,Mixto,False,False,False,0,Desempeño Esperado,True
900742.0,22.0,0.0,0.0,12.863636363636363,16.0,Mixto,False,False,False,0,Desempeño Esperado,True
900746.0,26.0,2.0,7.6923076923076925,23.5,49.0,Mixto,True,True,False,2,Desempeño Deficiente,False
900788.0,124.0,1.0,0.8064516129032258,6.459677419354839,92.0,Mixto,True,False,False,1,Desempeño Bajo,False
900790.0,44.0,0.0,0.0,8.431818181818182,55.0,Mixto,False,False,False,0,Desempeño Esperado,True
900792.0,1.0,0.0,0.0,34.0,7.0,Mixto,False,True,True,2,Desempeño Deficiente,False
900826.0,86.0,0.0,0.0,10.534883720930232,510.0,Mixto,False,False,False,0,Desempeño Esperado,True
900892.0,329.0,3.0,0.911854103343465,6.787234042553192,933.0,Mixto,True,False,False,1,Desempeño Bajo,False
900894.0,110.0,1.0,0.9090909090909091,11.972727272727273,218.0,Mixto,True,False,False,1,Desempeño Bajo,False
901034.0,13.0,0.0,0.0,12.23076923076923,12.0,Mixto,False,False,False,0,Desempeño Esperado,True
901038.0,5.0,0.0,0.0,22.8,33.0,Mixto,False,True,False,1,Desempeño Bajo,False
901178.0,288.0,0.0,0.0,8.899305555555555,25.0,Mixto,False,False,False,0,Desempeño Esperado,True
901350.0,92.0,0.0,0.0,25.467391304347824,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
901492.0,30.0,0.0,0.0,24.166666666666668,3.0,Mixto,False,True,True,2,Desempeño Deficiente,False
901498.0,5.0,0.0,0.0,53.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
901584.0,104.0,0.0,0.0,5.855769230769231,172.0,Mixto,False,False,False,0,Desempeño Esperado,True
901586.0,41.0,0.0,0.0,7.658536585365853,94.0,Mixto,False,False,False,0,Desempeño Esperado,True
901588.0,27.0,0.0,0.0,6.148148148148148,55.0,Mixto,False,False,False,0,Desempeño Esperado,True
901734.0,28.0,0.0,0.0,14.035714285714286,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
901880.0,1825.0,11.0,0.6027397260273972,5.242739726027398,2362.0,Mixto,False,False,False,0,Desempeño Esperado,True
901884.0,566.0,1.0,0.17667844522968199,13.56183745583039,2024.0,Mixto,False,False,False,0,Desempeño Esperado,True
901886.0,143.0,0.0,0.0,18.958041958041957,1416.0,Mixto,False,False,False,0,Desempeño Esperado,True
901894.0,30.0,0.0,0.0,24.733333333333334,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
901992.0,11.0,0.0,0.0,8.272727272727273,671.0,Mixto,False,False,False,0,Desempeño Esperado,True
901996.0,3.0,0.0,0.0,14.333333333333334,26.0,Mixto,False,False,False,0,Desempeño Esperado,True
902238.0,1.0,0.0,0.0,8.0,1.0,Mixto,False,False,True,1,Desempeño Bajo,False
902510.0,122.0,2.0,1.639344262295082,33.66393442622951,1842.0,Mixto,True,True,False,2,Desempeño Deficiente,False
902532.0,239.0,1.0,0.41841004184100417,17.02928870292887,867.0,Mixto,False,False,False,0,Desempeño Esperado,True
902608.0,13.0,0.0,0.0,10.538461538461538,219.0,Mixto,False,False,False,0,Desempeño Esperado,True
902720.0,99.0,0.0,0.0,15.787878787878787,2320.0,Mixto,False,False,False,0,Desempeño Esperado,True
902742.0,,,,,1173.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902744.0,,,,,3149.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902746.0,,,,,2452.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902748.0,,,,,2542.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902774.0,,,,,1109.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902776.0,,,,,1581.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902778.0,,,,,1300.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902782.0,,,,,1302.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
902906.0,48.0,0.0,0.0,17.25,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
902910.0,28.0,1.0,3.571428571428571,26.285714285714285,,Solo entrantes,True,True,False,2,Desempeño Deficiente,False
903254.0,243.0,0.0,0.0,17.012345679012345,1465.0,Mixto,False,False,False,0,Desempeño Esperado,True
903292.0,42.0,0.0,0.0,14.023809523809524,301.0,Mixto,False,False,False,0,Desempeño Esperado,True
903312.0,127.0,2.0,1.574803149606299,17.551181102362204,53.0,Mixto,True,False,False,1,Desempeño Bajo,False
903318.0,281.0,3.0,1.0676156583629894,9.15658362989324,1178.0,Mixto,True,False,False,1,Desempeño Bajo,False
903390.0,9.0,0.0,0.0,15.777777777777779,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
903512.0,28.0,0.0,0.0,42.5,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
903974.0,10.0,0.0,0.0,16.7,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
903976.0,5.0,0.0,0.0,8.4,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
903978.0,4.0,0.0,0.0,9.5,6.0,Mixto,False,False,True,1,Desempeño Bajo,False
904014.0,41.0,0.0,0.0,12.341463414634147,1249.0,Mixto,False,False,False,0,Desempeño Esperado,True
904016.0,50.0,2.0,4.0,18.52,4681.0,Mixto,True,False,False,1,Desempeño Bajo,False
904038.0,462.0,2.0,0.4329004329004329,8.88961038961039,215.0,Mixto,False,False,False,0,Desempeño Esperado,True
904044.0,108.0,1.0,0.9259259259259258,18.22222222222222,23.0,Mixto,True,False,False,1,Desempeño Bajo,False
904058.0,19.0,0.0,0.0,16.36842105263158,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
904200.0,7.0,0.0,0.0,20.857142857142858,10.0,Mixto,False,False,True,1,Desempeño Bajo,False
904202.0,7.0,0.0,0.0,11.571428571428571,233.0,Mixto,False,False,False,0,Desempeño Esperado,True
904204.0,5.0,0.0,0.0,32.2,54.0,Mixto,False,True,False,1,Desempeño Bajo,False
904284.0,47.0,0.0,0.0,15.48936170212766,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
904344.0,4.0,3.0,75.0,13.75,5.0,Mixto,True,False,True,2,Desempeño Deficiente,False
904372.0,3.0,0.0,0.0,22.666666666666668,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
905082.0,2.0,0.0,0.0,17.0,,Solo entrantes,False,False,False,0,Desempeño Esperado,True
905104.0,296.0,8.0,2.7027027027027026,17.26689189189189,187.0,Mixto,True,False,False,1,Desempeño Bajo,False
905300.0,25.0,6.0,24.0,22.08,,Solo entrantes,True,True,False,2,Desempeño Deficiente,False
905308.0,,,,,3.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
905430.0,96.0,1.0,1.0416666666666665,6.9375,751.0,Mixto,True,False,False,1,Desempeño Bajo,False
905432.0,12.0,0.0,0.0,5.333333333333333,726.0,Mixto,False,False,False,0,Desempeño Esperado,True
905470.0,,,,,3.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
905472.0,1.0,0.0,0.0,21.0,9.0,Mixto,False,False,True,1,Desempeño Bajo,False
905478.0,1.0,0.0,0.0,36.0,,Solo entrantes,False,True,False,1,Desempeño Bajo,False
905480.0,,,,,1.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
905538.0,244.0,2.0,0.819672131147541,17.598360655737704,3169.0,Mixto,True,False,False,1,Desempeño Bajo,False
905542.0,117.0,3.0,2.564102564102564,18.418803418803417,1985.0,Mixto,True,False,False,1,Desempeño Bajo,False
905564.0,57.0,1.0,1.7543859649122806,24.719298245614034,694.0,Mixto,True,True,False,2,Desempeño Deficiente,False
905566.0,44.0,1.0,2.272727272727273,16.25,861.0,Mixto,True,False,False,1,Desempeño Bajo,False
905570.0,,,,,96.0,Solo salientes,False,False,False,0,Desempeño Esperado,True
905574.0,4.0,0.0,0.0,10.5,428.0,Mixto,False,False,False,0,Desempeño Esperado,True
905840.0,,,,,7.0,Solo salientes,False,False,True,1,Desempeño Deficiente,False
905842.0,2.0,0.0,0.0,115.5,1031.0,Mixto,False,True,False,1,Desempeño Bajo,False
905844.0,13.0,0.0,0.0,12.538461538461538,1032.0,Mixto,False,False,False,0,Desempeño Esperado,True
905862.0,102.0,15.0,14.705882352941178,11.42156862745098,1.0,Mixto,True,False,True,2,Desempeño Deficiente,False
905870.0,143.0,0.0,0.0,11.825174825174825,559.0,Mixto,False,False,False,0,Desempeño Esperado,True
905930.0,70.0,0.0,0.0,6.285714285714286,337.0,Mixto,False,False,False,0,Desempeño Esperado,True
905932.0,36.0,0.0,0.0,8.0,334.0,Mixto,False,False,False,0,Desempeño Esperado,True
905934.0,1.0,0.0,0.0,9.0,20.0,Mixto,False,False,False,0,Desempeño Esperado,True
906070.0,324.0,2.0,0.6172839506172839,41.19444444444444,71.0,Mixto,False,True,False,1,Desempeño Bajo,False
906076.0,24.0,0.0,0.0,50.958333333333336,1.0,Mixto,False,True,True,2,Desempeño Deficiente,False
